treatment,plant,hours,canopy_kpx,rel
MR_plusMicrobe_flight,mr1-5 jpegs,64.618,9.63,0.9221
MR_plusMicrobe_flight,mr1-5 jpegs,66.67,9.3,0.8907
MR_plusMicrobe_flight,mr1-5 jpegs,78.978,8.93,0.8551
MR_plusMicrobe_flight,mr1-5 jpegs,103.594,9.85,0.9432
MR_plusMicrobe_flight,mr1-5 jpegs,104.62,9.82,0.9399
MR_plusMicrobe_flight,mr1-5 jpegs,105.645,9.97,0.9545
MR_plusMicrobe_flight,mr1-5 jpegs,110.774,9.38,0.8984
MR_plusMicrobe_flight,mr1-5 jpegs,112.825,8.93,0.8552
MR_plusMicrobe_flight,mr1-5 jpegs,113.851,9.07,0.8683
MR_plusMicrobe_flight,mr1-5 jpegs,114.876,8.89,0.8514
MR_plusMicrobe_flight,mr1-5 jpegs,115.902,8.73,0.8356
MR_plusMicrobe_flight,mr1-5 jpegs,116.928,8.97,0.859
MR_plusMicrobe_flight,mr1-5 jpegs,117.953,9.06,0.8673
MR_plusMicrobe_flight,mr1-5 jpegs,118.979,9.26,0.8861
MR_plusMicrobe_flight,mr1-5 jpegs,120.005,9.12,0.873
MR_plusMicrobe_flight,mr1-5 jpegs,165.128,6.28,0.6012
MR_plusMicrobe_flight,mr1-5 jpegs,167.179,6.08,0.582
MR_plusMicrobe_flight,mr1-5 jpegs,168.204,6.09,0.5828
MR_plusMicrobe_flight,mr1-5 jpegs,169.23,6.22,0.596
MR_plusMicrobe_flight,mr1-5 jpegs,170.256,6.68,0.6394
MR_plusMicrobe_flight,mr1-5 jpegs,171.282,6.3,0.6032
MR_plusMicrobe_flight,mr1-5 jpegs,172.307,6.76,0.6469
MR_plusMicrobe_flight,mr1-5 jpegs,173.333,6.72,0.643
MR_plusMicrobe_flight,mr1-5 jpegs,174.359,6.79,0.6506
MR_plusMicrobe_flight,mr1-5 jpegs,175.384,6.75,0.6458
MR_plusMicrobe_flight,mr1-5 jpegs,177.436,6.86,0.657
R_minusMicrobe_flight,R3-3 jpegs,0.0,13.58,1.0
R_minusMicrobe_flight,R3-3 jpegs,1.026,13.57,0.9993
R_minusMicrobe_flight,R3-3 jpegs,3.077,13.65,1.0052
R_minusMicrobe_flight,R3-3 jpegs,5.128,13.4,0.9862
R_minusMicrobe_flight,R3-3 jpegs,8.206,13.44,0.9896
R_minusMicrobe_flight,R3-3 jpegs,9.231,13.64,1.0043
R_minusMicrobe_flight,R3-3 jpegs,10.257,13.5,0.9939
R_minusMicrobe_flight,R3-3 jpegs,11.283,13.52,0.9949
R_minusMicrobe_flight,R3-3 jpegs,12.309,13.47,0.9913
R_minusMicrobe_flight,R3-3 jpegs,13.334,13.24,0.975
R_minusMicrobe_flight,R3-3 jpegs,14.36,13.05,0.9609
R_minusMicrobe_flight,R3-3 jpegs,15.386,13.08,0.9628
R_minusMicrobe_flight,R3-3 jpegs,16.411,13.31,0.9801
R_minusMicrobe_flight,R3-3 jpegs,17.437,13.45,0.9904
R_minusMicrobe_flight,R3-3 jpegs,26.668,12.56,0.9243
R_minusMicrobe_flight,R3-3 jpegs,49.233,12.38,0.9115
R_minusMicrobe_flight,R3-3 jpegs,51.284,12.41,0.9139
R_minusMicrobe_flight,R3-3 jpegs,54.361,12.47,0.918
R_minusMicrobe_flight,R3-3 jpegs,55.387,12.49,0.9194
R_minusMicrobe_flight,R3-3 jpegs,57.438,12.41,0.9134
R_minusMicrobe_flight,R3-3 jpegs,59.49,12.26,0.9025
R_minusMicrobe_flight,R3-3 jpegs,60.515,12.27,0.9035
R_minusMicrobe_flight,R3-3 jpegs,61.541,12.14,0.8938
R_minusMicrobe_flight,R3-3 jpegs,62.567,12.28,0.9036
R_minusMicrobe_flight,R3-3 jpegs,63.593,12.47,0.9182
R_minusMicrobe_flight,R3-3 jpegs,64.618,12.34,0.9081
R_minusMicrobe_flight,R3-3 jpegs,65.644,11.91,0.8765
R_minusMicrobe_flight,R3-3 jpegs,66.669,12.02,0.8849
R_minusMicrobe_flight,R3-3 jpegs,67.695,12.32,0.9068
R_minusMicrobe_flight,R3-3 jpegs,68.721,12.34,0.9083
R_minusMicrobe_flight,R3-3 jpegs,69.746,12.3,0.9058
R_minusMicrobe_flight,R3-3 jpegs,74.875,12.05,0.887
R_minusMicrobe_flight,R3-3 jpegs,132.305,13.12,0.9658
R_minusMicrobe_flight,R3-3 jpegs,134.357,13.11,0.9652
R_minusMicrobe_flight,R3-3 jpegs,135.382,13.07,0.9624
R_minusMicrobe_flight,R3-3 jpegs,136.408,13.38,0.9851
R_minusMicrobe_flight,R3-3 jpegs,137.434,13.37,0.9839
R_minusMicrobe_flight,R3-3 jpegs,138.459,13.43,0.9886
R_minusMicrobe_flight,R3-3 jpegs,139.485,13.36,0.9832
R_minusMicrobe_flight,R3-3 jpegs,140.511,13.43,0.9886
R_minusMicrobe_flight,R3-3 jpegs,141.536,13.44,0.9891
R_minusMicrobe_flight,R3-3 jpegs,142.562,13.32,0.9804
R_minusMicrobe_flight,R3-3 jpegs,143.588,13.14,0.967
R_minusMicrobe_flight,R3-3 jpegs,144.614,13.09,0.9639
R_minusMicrobe_flight,R3-5 jpegs,0.0,9.81,1.0
R_minusMicrobe_flight,R3-5 jpegs,1.026,9.85,1.0045
R_minusMicrobe_flight,R3-5 jpegs,2.051,9.84,1.0033
R_minusMicrobe_flight,R3-5 jpegs,3.077,9.69,0.9882
R_minusMicrobe_flight,R3-5 jpegs,4.103,9.65,0.9836
R_minusMicrobe_flight,R3-5 jpegs,5.129,9.85,1.0042
R_minusMicrobe_flight,R3-5 jpegs,6.154,9.84,1.003
R_minusMicrobe_flight,R3-5 jpegs,7.18,10.03,1.023
R_minusMicrobe_flight,R3-5 jpegs,8.206,9.92,1.0114
R_minusMicrobe_flight,R3-5 jpegs,9.231,10.05,1.0249
R_minusMicrobe_flight,R3-5 jpegs,10.257,9.93,1.0122
R_minusMicrobe_flight,R3-5 jpegs,11.282,10.0,1.0199
R_minusMicrobe_flight,R3-5 jpegs,12.308,9.94,1.0138
R_minusMicrobe_flight,R3-5 jpegs,63.592,9.94,1.0138
R_minusMicrobe_flight,R3-5 jpegs,64.617,10.04,1.0239
R_minusMicrobe_flight,R3-5 jpegs,65.643,10.06,1.0263
R_minusMicrobe_flight,R3-5 jpegs,66.669,9.94,1.014
R_minusMicrobe_flight,R3-5 jpegs,67.694,9.87,1.0061
R_minusMicrobe_flight,R3-5 jpegs,68.72,9.86,1.0049
R_minusMicrobe_flight,R3-5 jpegs,69.746,9.85,1.0048
R_minusMicrobe_flight,R3-5 jpegs,70.772,9.8,0.9995
R_minusMicrobe_flight,R3-5 jpegs,71.797,9.83,1.0021
R_minusMicrobe_flight,R3-5 jpegs,72.823,9.76,0.9953
R_minusMicrobe_flight,R3-5 jpegs,73.849,9.58,0.9769
R_minusMicrobe_flight,R3-5 jpegs,74.874,9.8,0.9998
R_minusMicrobe_flight,R3-5 jpegs,139.485,9.87,1.0059
R_minusMicrobe_flight,R3-5 jpegs,140.511,9.86,1.0052
R_minusMicrobe_flight,R3-5 jpegs,141.536,9.98,1.0173
R_minusMicrobe_flight,R3-5 jpegs,142.562,9.96,1.0152
R_minusMicrobe_flight,R3-5 jpegs,143.588,9.77,0.9959
R_minusMicrobe_flight,R3-5 jpegs,144.614,9.78,0.9969
R_minusMicrobe_flight,R3-5 jpegs,145.64,9.71,0.9903
R_minusMicrobe_flight,R3-5 jpegs,146.666,9.67,0.9861
R_minusMicrobe_flight,R3-5 jpegs,147.691,9.53,0.9722
R_minusMicrobe_flight,R3-5 jpegs,148.717,9.69,0.988
R_minusMicrobe_flight,R3-5 jpegs,149.743,9.64,0.9828
M_plusMicrobe_control,m2-1 jpegs,0.0,9.7,1.0
M_plusMicrobe_control,m2-1 jpegs,0.445,9.83,1.013
M_plusMicrobe_control,m2-1 jpegs,0.89,9.76,1.0063
M_plusMicrobe_control,m2-1 jpegs,1.335,9.29,0.9576
M_plusMicrobe_control,m2-1 jpegs,1.78,9.2,0.948
M_plusMicrobe_control,m2-1 jpegs,2.225,9.13,0.9414
M_plusMicrobe_control,m2-1 jpegs,2.67,9.56,0.9854
M_plusMicrobe_control,m2-1 jpegs,3.115,9.64,0.9937
M_plusMicrobe_control,m2-1 jpegs,3.56,9.48,0.9777
M_plusMicrobe_control,m2-1 jpegs,4.005,9.0,0.9274
M_plusMicrobe_control,m2-1 jpegs,4.451,8.84,0.9107
M_plusMicrobe_control,m2-1 jpegs,4.896,8.81,0.9081
M_plusMicrobe_control,m2-1 jpegs,5.341,8.87,0.9138
M_plusMicrobe_control,m2-1 jpegs,5.786,8.79,0.9064
M_plusMicrobe_control,m2-1 jpegs,6.231,8.67,0.8935
M_plusMicrobe_control,m2-1 jpegs,6.676,8.6,0.8866
M_plusMicrobe_control,m2-1 jpegs,7.121,8.55,0.8812
M_plusMicrobe_control,m2-1 jpegs,7.566,8.54,0.88
M_plusMicrobe_control,m2-1 jpegs,8.011,8.44,0.8702
M_plusMicrobe_control,m2-1 jpegs,8.456,8.38,0.8633
M_plusMicrobe_control,m2-1 jpegs,8.901,8.37,0.863
M_plusMicrobe_control,m2-1 jpegs,9.346,8.21,0.8468
M_plusMicrobe_control,m2-1 jpegs,9.791,8.32,0.8573
M_plusMicrobe_control,m2-1 jpegs,10.236,8.35,0.8611
M_plusMicrobe_control,m2-1 jpegs,10.681,8.28,0.8539
M_plusMicrobe_control,m2-1 jpegs,11.126,8.25,0.8507
M_plusMicrobe_control,m2-1 jpegs,11.571,8.29,0.8548
M_plusMicrobe_control,m2-1 jpegs,12.017,8.3,0.8556
M_plusMicrobe_control,m2-1 jpegs,12.462,8.51,0.8767
M_plusMicrobe_control,m2-1 jpegs,12.907,8.53,0.8797
M_plusMicrobe_control,m2-1 jpegs,13.352,9.03,0.9304
M_plusMicrobe_control,m2-1 jpegs,13.797,8.86,0.9135
M_plusMicrobe_control,m2-1 jpegs,14.242,9.01,0.9287
M_plusMicrobe_control,m2-1 jpegs,14.687,7.46,0.7695
M_plusMicrobe_control,m2-1 jpegs,15.132,7.56,0.7794
M_plusMicrobe_control,m2-1 jpegs,15.577,7.48,0.7713
M_plusMicrobe_control,m2-1 jpegs,16.022,7.3,0.7525
M_plusMicrobe_control,m2-1 jpegs,16.467,8.29,0.8541
M_plusMicrobe_control,m2-1 jpegs,16.912,8.1,0.8349
M_plusMicrobe_control,m2-1 jpegs,17.357,8.03,0.8282
M_plusMicrobe_control,m2-1 jpegs,17.802,8.16,0.8412
M_plusMicrobe_control,m2-1 jpegs,18.247,8.05,0.83
M_plusMicrobe_control,m2-1 jpegs,18.692,8.21,0.846
M_plusMicrobe_control,m2-1 jpegs,19.137,8.04,0.8285
M_plusMicrobe_control,m2-1 jpegs,19.582,7.94,0.8187
M_plusMicrobe_control,m2-1 jpegs,20.027,7.84,0.8086
M_plusMicrobe_control,m2-1 jpegs,20.472,7.7,0.7933
M_plusMicrobe_control,m2-1 jpegs,20.917,7.81,0.805
M_plusMicrobe_control,m2-1 jpegs,21.362,7.69,0.7929
M_plusMicrobe_control,m2-1 jpegs,21.807,7.52,0.7748
M_plusMicrobe_control,m2-1 jpegs,22.252,7.68,0.7913
M_plusMicrobe_control,m2-1 jpegs,22.697,7.4,0.7631
M_plusMicrobe_control,m2-1 jpegs,23.142,7.57,0.7801
M_plusMicrobe_control,m2-1 jpegs,23.587,7.5,0.7733
M_plusMicrobe_control,m2-1 jpegs,24.032,7.39,0.7618
M_plusMicrobe_control,m2-1 jpegs,24.477,7.35,0.7577
M_plusMicrobe_control,m2-1 jpegs,24.922,6.23,0.6423
M_plusMicrobe_control,m2-1 jpegs,25.367,6.21,0.6397
M_plusMicrobe_control,m2-1 jpegs,25.812,6.33,0.6522
M_plusMicrobe_control,m2-1 jpegs,26.257,6.27,0.6461
M_plusMicrobe_control,m2-1 jpegs,26.702,6.2,0.6389
M_plusMicrobe_control,m2-1 jpegs,27.147,6.25,0.6446
M_plusMicrobe_control,m2-1 jpegs,27.592,6.21,0.6406
M_plusMicrobe_control,m2-1 jpegs,28.037,6.2,0.6388
M_plusMicrobe_control,m2-1 jpegs,28.482,6.17,0.636
M_plusMicrobe_control,m2-1 jpegs,28.927,6.12,0.6307
M_plusMicrobe_control,m2-1 jpegs,29.372,6.05,0.6242
M_plusMicrobe_control,m2-1 jpegs,29.817,6.05,0.6242
M_plusMicrobe_control,m2-1 jpegs,30.262,6.05,0.6234
M_plusMicrobe_control,m2-1 jpegs,30.707,6.12,0.6308
M_plusMicrobe_control,m2-1 jpegs,31.152,5.99,0.6178
M_plusMicrobe_control,m2-1 jpegs,31.597,6.03,0.6218
M_plusMicrobe_control,m2-1 jpegs,32.042,6.05,0.6233
M_plusMicrobe_control,m2-1 jpegs,32.487,6.08,0.6263
M_plusMicrobe_control,m2-1 jpegs,32.932,5.93,0.6118
M_plusMicrobe_control,m2-1 jpegs,33.377,5.96,0.6148
M_plusMicrobe_control,m2-1 jpegs,33.822,6.02,0.6202
M_plusMicrobe_control,m2-1 jpegs,34.267,5.94,0.6124
M_plusMicrobe_control,m2-1 jpegs,34.712,6.01,0.6194
M_plusMicrobe_control,m2-1 jpegs,35.157,5.87,0.6053
M_plusMicrobe_control,m2-1 jpegs,35.602,5.96,0.6141
M_plusMicrobe_control,m2-1 jpegs,36.047,6.09,0.6281
M_plusMicrobe_control,m2-1 jpegs,36.492,5.91,0.6095
M_plusMicrobe_control,m2-1 jpegs,36.938,5.98,0.6168
M_plusMicrobe_control,m2-1 jpegs,37.383,6.06,0.6246
M_plusMicrobe_control,m2-1 jpegs,37.827,6.22,0.6411
M_plusMicrobe_control,m2-1 jpegs,38.273,6.07,0.626
M_plusMicrobe_control,m2-1 jpegs,38.717,6.17,0.6357
M_plusMicrobe_control,m2-1 jpegs,39.162,6.02,0.6202
M_plusMicrobe_control,m2-1 jpegs,39.608,5.94,0.6125
M_plusMicrobe_control,m2-1 jpegs,40.052,6.01,0.6195
M_plusMicrobe_control,m2-1 jpegs,40.497,6.86,0.7076
M_plusMicrobe_control,m2-1 jpegs,40.943,6.86,0.7068
M_plusMicrobe_control,m2-1 jpegs,41.387,6.87,0.7083
M_plusMicrobe_control,m2-1 jpegs,41.832,6.81,0.7018
M_plusMicrobe_control,m2-1 jpegs,42.278,6.92,0.713
M_plusMicrobe_control,m2-1 jpegs,42.722,6.87,0.7082
M_plusMicrobe_control,m2-1 jpegs,43.168,6.11,0.6296
M_plusMicrobe_control,m2-1 jpegs,43.612,5.99,0.6176
M_plusMicrobe_control,m2-1 jpegs,44.057,5.81,0.5989
M_plusMicrobe_control,m2-1 jpegs,44.503,5.94,0.6127
M_plusMicrobe_control,m2-1 jpegs,44.947,5.77,0.5946
M_plusMicrobe_control,m2-1 jpegs,45.392,5.74,0.5917
M_plusMicrobe_control,m2-1 jpegs,45.838,5.82,0.6004
M_plusMicrobe_control,m2-1 jpegs,46.282,5.95,0.6135
M_plusMicrobe_control,m2-1 jpegs,46.727,5.8,0.598
M_plusMicrobe_control,m2-1 jpegs,47.173,5.78,0.5953
M_plusMicrobe_control,m2-1 jpegs,47.617,5.83,0.6011
M_plusMicrobe_control,m2-1 jpegs,48.062,5.85,0.6034
M_plusMicrobe_control,m2-1 jpegs,48.508,5.8,0.598
M_plusMicrobe_control,m2-1 jpegs,48.953,5.77,0.595
M_plusMicrobe_control,m2-1 jpegs,49.398,5.72,0.5892
M_plusMicrobe_control,m2-1 jpegs,49.843,5.8,0.598
M_plusMicrobe_control,m2-1 jpegs,50.288,5.27,0.5431
M_plusMicrobe_control,m2-1 jpegs,50.733,5.16,0.5321
M_plusMicrobe_control,m2-1 jpegs,51.178,5.18,0.5337
M_plusMicrobe_control,m2-1 jpegs,51.623,5.11,0.5267
M_plusMicrobe_control,m2-1 jpegs,52.068,5.19,0.5352
M_plusMicrobe_control,m2-1 jpegs,52.513,5.91,0.6089
M_plusMicrobe_control,m2-1 jpegs,52.958,5.72,0.5901
M_plusMicrobe_control,m2-1 jpegs,53.403,5.12,0.5278
M_plusMicrobe_control,m2-1 jpegs,53.848,5.29,0.5448
M_plusMicrobe_control,m2-1 jpegs,54.293,5.24,0.5398
M_plusMicrobe_control,m2-1 jpegs,54.738,5.14,0.5304
M_plusMicrobe_control,m2-1 jpegs,55.183,5.11,0.5267
M_plusMicrobe_control,m2-1 jpegs,55.628,4.94,0.5091
M_plusMicrobe_control,m2-1 jpegs,56.073,5.12,0.5279
M_plusMicrobe_control,m2-1 jpegs,56.518,5.15,0.5305
M_plusMicrobe_control,m2-1 jpegs,56.963,5.27,0.5437
M_plusMicrobe_control,m2-1 jpegs,57.408,5.19,0.5354
M_plusMicrobe_control,m2-1 jpegs,57.853,5.11,0.5264
M_plusMicrobe_control,m2-1 jpegs,58.298,5.05,0.5202
M_plusMicrobe_control,m2-1 jpegs,58.743,5.31,0.5473
M_plusMicrobe_control,m2-1 jpegs,59.188,5.39,0.5556
M_plusMicrobe_control,m2-1 jpegs,59.633,5.36,0.552
M_plusMicrobe_control,m2-1 jpegs,60.078,5.27,0.5431
M_plusMicrobe_control,m2-1 jpegs,60.523,5.33,0.549
M_plusMicrobe_control,m2-1 jpegs,60.968,5.37,0.554
M_plusMicrobe_control,m2-1 jpegs,61.413,5.34,0.5509
M_plusMicrobe_control,m2-1 jpegs,61.858,5.36,0.5524
M_plusMicrobe_control,m2-1 jpegs,62.303,5.49,0.566
M_plusMicrobe_control,m2-1 jpegs,62.748,5.5,0.5674
M_plusMicrobe_control,m2-1 jpegs,63.193,5.39,0.5559
M_plusMicrobe_control,m2-1 jpegs,63.638,5.41,0.5573
M_plusMicrobe_control,m2-1 jpegs,64.083,5.38,0.5551
M_plusMicrobe_control,m2-1 jpegs,64.528,5.33,0.5496
M_plusMicrobe_control,m2-1 jpegs,64.973,5.33,0.5489
M_plusMicrobe_control,m2-1 jpegs,65.418,5.3,0.5462
M_plusMicrobe_control,m2-1 jpegs,65.863,5.44,0.5612
M_plusMicrobe_control,m2-1 jpegs,66.308,5.36,0.552
M_plusMicrobe_control,m2-1 jpegs,66.753,5.24,0.5404
M_plusMicrobe_control,m2-1 jpegs,67.198,5.23,0.5389
M_plusMicrobe_control,m2-1 jpegs,67.643,5.28,0.5443
M_plusMicrobe_control,m2-1 jpegs,68.088,5.4,0.5571
M_plusMicrobe_control,m2-1 jpegs,68.533,5.51,0.5681
M_plusMicrobe_control,m2-1 jpegs,68.978,5.21,0.5371
M_plusMicrobe_control,m2-1 jpegs,69.423,5.29,0.5453
M_plusMicrobe_control,m2-1 jpegs,69.868,5.37,0.5532
M_plusMicrobe_control,m2-1 jpegs,70.313,5.21,0.5367
M_plusMicrobe_control,m2-1 jpegs,70.758,5.27,0.5434
M_plusMicrobe_control,m2-1 jpegs,71.203,5.29,0.5453
M_plusMicrobe_control,m2-1 jpegs,71.648,5.27,0.5429
M_plusMicrobe_control,m2-1 jpegs,72.093,5.31,0.5472
M_plusMicrobe_control,m2-1 jpegs,72.538,5.21,0.5365
M_plusMicrobe_control,m2-1 jpegs,72.983,5.25,0.5407
M_plusMicrobe_control,m2-1 jpegs,73.428,5.31,0.5475
M_plusMicrobe_control,m2-1 jpegs,73.873,5.26,0.5427
M_plusMicrobe_control,m2-1 jpegs,74.318,5.4,0.5565
M_plusMicrobe_control,m2-1 jpegs,74.764,5.43,0.5598
M_plusMicrobe_control,m2-1 jpegs,75.209,5.43,0.5598
M_plusMicrobe_control,m2-1 jpegs,75.654,5.35,0.5512
M_plusMicrobe_control,m2-1 jpegs,76.099,5.37,0.5534
M_plusMicrobe_control,m2-1 jpegs,76.544,5.44,0.5608
M_plusMicrobe_control,m2-1 jpegs,76.989,5.33,0.5498
M_plusMicrobe_control,m2-1 jpegs,77.434,5.42,0.5587
M_plusMicrobe_control,m2-1 jpegs,77.879,5.45,0.5619
M_plusMicrobe_control,m2-1 jpegs,78.324,5.48,0.5649
M_plusMicrobe_control,m2-1 jpegs,78.769,5.3,0.546
M_plusMicrobe_control,m2-1 jpegs,79.214,5.46,0.5623
M_plusMicrobe_control,m2-1 jpegs,79.659,5.42,0.5585
M_plusMicrobe_control,m2-1 jpegs,80.095,5.41,0.5581
M_plusMicrobe_control,m2-1 jpegs,80.54,5.43,0.5594
M_plusMicrobe_control,m2-1 jpegs,80.985,5.3,0.546
M_plusMicrobe_control,m2-1 jpegs,81.43,5.25,0.5413
M_plusMicrobe_control,m2-1 jpegs,81.875,5.25,0.5415
M_plusMicrobe_control,m2-1 jpegs,82.32,5.23,0.539
M_plusMicrobe_control,m2-1 jpegs,82.765,5.22,0.5378
M_plusMicrobe_control,m2-1 jpegs,83.21,5.39,0.5557
M_plusMicrobe_control,m2-1 jpegs,83.655,5.31,0.5473
M_plusMicrobe_control,m2-1 jpegs,84.1,5.21,0.5375
M_plusMicrobe_control,m2-1 jpegs,84.545,5.38,0.5543
M_plusMicrobe_control,m2-1 jpegs,84.99,5.38,0.5543
M_plusMicrobe_control,m2-1 jpegs,85.436,5.35,0.5513
M_plusMicrobe_control,m2-1 jpegs,85.881,5.5,0.5674
M_plusMicrobe_control,m2-1 jpegs,86.326,5.46,0.5632
M_plusMicrobe_control,m2-1 jpegs,86.771,5.39,0.5555
M_plusMicrobe_control,m2-1 jpegs,87.216,5.03,0.5189
M_plusMicrobe_control,m2-1 jpegs,87.661,5.54,0.5711
M_plusMicrobe_control,m2-1 jpegs,88.106,5.11,0.5267
M_plusMicrobe_control,m2-1 jpegs,88.551,5.25,0.5409
M_plusMicrobe_control,m2-1 jpegs,88.996,5.14,0.5303
M_plusMicrobe_control,m2-1 jpegs,89.441,5.3,0.5462
M_plusMicrobe_control,m2-1 jpegs,89.886,5.36,0.5526
M_plusMicrobe_control,m2-1 jpegs,90.331,5.55,0.5721
M_plusMicrobe_control,m2-1 jpegs,90.776,5.41,0.5581
M_plusMicrobe_control,m2-1 jpegs,91.221,5.34,0.5507
M_plusMicrobe_control,m2-1 jpegs,91.666,5.5,0.567
M_plusMicrobe_control,m2-1 jpegs,92.111,5.4,0.5565
M_plusMicrobe_control,m2-1 jpegs,92.556,5.54,0.5709
M_plusMicrobe_control,m2-1 jpegs,93.001,5.54,0.5713
M_plusMicrobe_control,m2-1 jpegs,93.446,5.39,0.5552
M_plusMicrobe_control,m2-1 jpegs,93.891,5.5,0.567
M_plusMicrobe_control,m2-1 jpegs,94.336,5.48,0.5646
M_plusMicrobe_control,m2-1 jpegs,94.781,5.49,0.5662
M_plusMicrobe_control,m2-1 jpegs,129.029,16.86,1.7383
M_plusMicrobe_control,m2-1 jpegs,130.055,16.89,1.7405
M_plusMicrobe_control,m2-1 jpegs,131.081,16.94,1.746
M_plusMicrobe_control,m2-1 jpegs,133.132,17.09,1.7618
M_plusMicrobe_control,m2-1 jpegs,134.158,20.15,2.0775
M_plusMicrobe_control,m2-1 jpegs,135.184,19.24,1.983
M_plusMicrobe_control,m2-1 jpegs,136.209,22.5,2.3193
M_plusMicrobe_control,m2-1 jpegs,137.235,22.52,2.3215
M_plusMicrobe_control,m2-1 jpegs,138.261,22.12,2.2807
M_plusMicrobe_control,m2-1 jpegs,139.286,22.05,2.2724
M_plusMicrobe_control,m2-1 jpegs,140.312,21.94,2.2618
M_plusMicrobe_control,m2-1 jpegs,144.415,18.96,1.9543
M_plusMicrobe_control,m2-1 jpegs,147.492,16.51,1.7018
M_plusMicrobe_control,m2-1 jpegs,150.569,16.8,1.7317
M_plusMicrobe_control,m2-1 jpegs,194.673,16.67,1.7187
M_plusMicrobe_control,m2-1 jpegs,196.724,16.85,1.7368
M_plusMicrobe_control,m2-1 jpegs,197.75,16.69,1.7201
M_plusMicrobe_control,m2-1 jpegs,201.852,16.66,1.7176
M_plusMicrobe_control,m2-1 jpegs,202.878,16.78,1.7298
M_plusMicrobe_control,m2-1 jpegs,203.904,16.75,1.7265
M_plusMicrobe_control,m2-1 jpegs,205.955,19.62,2.0222
M_plusMicrobe_control,m2-1 jpegs,208.006,20.46,2.1091
M_plusMicrobe_control,m2-1 jpegs,209.032,19.94,2.0557
M_plusMicrobe_control,m2-1 jpegs,211.083,20.83,2.1476
M_plusMicrobe_control,m2-1 jpegs,213.135,18.75,1.9324
M_plusMicrobe_control,m2-1 jpegs,263.386,18.8,1.9383
M_plusMicrobe_control,m2-1 jpegs,264.412,17.94,1.8495
M_plusMicrobe_control,m2-1 jpegs,265.437,16.8,1.7321
M_plusMicrobe_control,m2-1 jpegs,266.463,16.85,1.7368
M_plusMicrobe_control,m2-1 jpegs,267.489,16.66,1.7178
M_plusMicrobe_control,m2-1 jpegs,268.514,16.78,1.7295
M_plusMicrobe_control,m2-1 jpegs,269.54,16.7,1.7213
M_plusMicrobe_control,m2-1 jpegs,270.566,16.77,1.7291
M_plusMicrobe_control,m2-1 jpegs,271.591,16.56,1.7071
M_plusMicrobe_control,m2-1 jpegs,272.617,16.67,1.7183
M_plusMicrobe_control,m2-1 jpegs,273.642,16.61,1.7121
M_plusMicrobe_control,m2-1 jpegs,274.668,16.55,1.7058
M_plusMicrobe_control,m2-1 jpegs,275.694,16.74,1.726
M_plusMicrobe_control,m2-2 jpegs,0.0,10.59,1.0
M_plusMicrobe_control,m2-2 jpegs,0.445,10.64,1.0048
M_plusMicrobe_control,m2-2 jpegs,0.89,10.58,0.9991
M_plusMicrobe_control,m2-2 jpegs,1.335,10.27,0.9696
M_plusMicrobe_control,m2-2 jpegs,1.78,10.39,0.9819
M_plusMicrobe_control,m2-2 jpegs,2.225,10.16,0.9599
M_plusMicrobe_control,m2-2 jpegs,2.67,10.41,0.9834
M_plusMicrobe_control,m2-2 jpegs,3.115,10.29,0.9721
M_plusMicrobe_control,m2-2 jpegs,3.56,10.22,0.9654
M_plusMicrobe_control,m2-2 jpegs,4.005,10.11,0.9552
M_plusMicrobe_control,m2-2 jpegs,4.45,10.1,0.9538
M_plusMicrobe_control,m2-2 jpegs,4.895,10.12,0.9561
M_plusMicrobe_control,m2-2 jpegs,5.34,10.17,0.9609
M_plusMicrobe_control,m2-2 jpegs,5.786,10.1,0.9544
M_plusMicrobe_control,m2-2 jpegs,6.231,10.27,0.9704
M_plusMicrobe_control,m2-2 jpegs,6.676,10.26,0.969
M_plusMicrobe_control,m2-2 jpegs,7.121,10.32,0.9745
M_plusMicrobe_control,m2-2 jpegs,7.566,10.46,0.9876
M_plusMicrobe_control,m2-2 jpegs,8.011,10.42,0.984
M_plusMicrobe_control,m2-2 jpegs,8.456,10.42,0.9844
M_plusMicrobe_control,m2-2 jpegs,8.901,10.5,0.9917
M_plusMicrobe_control,m2-2 jpegs,9.346,10.58,0.9991
M_plusMicrobe_control,m2-2 jpegs,9.791,10.51,0.9928
M_plusMicrobe_control,m2-2 jpegs,10.236,10.68,1.0091
M_plusMicrobe_control,m2-2 jpegs,10.681,10.54,0.9958
M_plusMicrobe_control,m2-2 jpegs,11.126,10.68,1.0087
M_plusMicrobe_control,m2-2 jpegs,11.571,10.76,1.0162
M_plusMicrobe_control,m2-2 jpegs,12.016,10.97,1.0366
M_plusMicrobe_control,m2-2 jpegs,12.461,11.06,1.0449
M_plusMicrobe_control,m2-2 jpegs,12.906,11.19,1.0571
M_plusMicrobe_control,m2-2 jpegs,13.351,11.31,1.0683
M_plusMicrobe_control,m2-2 jpegs,13.796,11.46,1.0821
M_plusMicrobe_control,m2-2 jpegs,14.241,11.53,1.0891
M_plusMicrobe_control,m2-2 jpegs,14.686,11.5,1.0864
M_plusMicrobe_control,m2-2 jpegs,15.131,11.56,1.0916
M_plusMicrobe_control,m2-2 jpegs,15.576,11.59,1.0944
M_plusMicrobe_control,m2-2 jpegs,16.021,11.67,1.1022
M_plusMicrobe_control,m2-2 jpegs,16.467,11.67,1.1024
