treatment,plant,hours,canopy_kpx,rel
M_plusMicrobe_control,m2-2 jpegs,16.912,11.67,1.1024
M_plusMicrobe_control,m2-2 jpegs,17.357,11.62,1.0976
M_plusMicrobe_control,m2-2 jpegs,17.802,11.57,1.0928
M_plusMicrobe_control,m2-2 jpegs,18.247,11.46,1.0829
M_plusMicrobe_control,m2-2 jpegs,18.692,11.4,1.0766
M_plusMicrobe_control,m2-2 jpegs,19.137,11.44,1.0808
M_plusMicrobe_control,m2-2 jpegs,19.582,11.3,1.0678
M_plusMicrobe_control,m2-2 jpegs,20.027,11.13,1.0514
M_plusMicrobe_control,m2-2 jpegs,20.472,11.09,1.0472
M_plusMicrobe_control,m2-2 jpegs,20.917,11.12,1.0507
M_plusMicrobe_control,m2-2 jpegs,21.362,11.06,1.0447
M_plusMicrobe_control,m2-2 jpegs,21.807,11.03,1.0415
M_plusMicrobe_control,m2-2 jpegs,22.252,10.94,1.0334
M_plusMicrobe_control,m2-2 jpegs,22.697,10.98,1.0373
M_plusMicrobe_control,m2-2 jpegs,23.142,11.08,1.0462
M_plusMicrobe_control,m2-2 jpegs,23.587,11.11,1.0489
M_plusMicrobe_control,m2-2 jpegs,24.032,11.14,1.052
M_plusMicrobe_control,m2-2 jpegs,24.477,11.23,1.0612
M_plusMicrobe_control,m2-2 jpegs,24.922,10.99,1.0379
M_plusMicrobe_control,m2-2 jpegs,25.367,11.13,1.0511
M_plusMicrobe_control,m2-2 jpegs,25.812,11.16,1.0543
M_plusMicrobe_control,m2-2 jpegs,26.257,11.34,1.0712
M_plusMicrobe_control,m2-2 jpegs,26.702,11.34,1.0711
M_plusMicrobe_control,m2-2 jpegs,27.147,11.51,1.087
M_plusMicrobe_control,m2-2 jpegs,27.592,11.37,1.0741
M_plusMicrobe_control,m2-2 jpegs,28.037,11.49,1.0854
M_plusMicrobe_control,m2-2 jpegs,28.482,11.39,1.076
M_plusMicrobe_control,m2-2 jpegs,28.927,11.45,1.0815
M_plusMicrobe_control,m2-2 jpegs,29.372,11.29,1.0665
M_plusMicrobe_control,m2-2 jpegs,29.817,11.42,1.079
M_plusMicrobe_control,m2-2 jpegs,30.262,11.3,1.0676
M_plusMicrobe_control,m2-2 jpegs,30.707,11.4,1.0766
M_plusMicrobe_control,m2-2 jpegs,31.152,11.37,1.0736
M_plusMicrobe_control,m2-2 jpegs,31.597,11.33,1.0706
M_plusMicrobe_control,m2-2 jpegs,32.042,11.31,1.0685
M_plusMicrobe_control,m2-2 jpegs,32.487,11.27,1.0643
M_plusMicrobe_control,m2-2 jpegs,32.932,11.11,1.0492
M_plusMicrobe_control,m2-2 jpegs,33.377,11.4,1.0766
M_plusMicrobe_control,m2-2 jpegs,33.822,11.3,1.067
M_plusMicrobe_control,m2-2 jpegs,34.267,11.28,1.0656
M_plusMicrobe_control,m2-2 jpegs,34.712,11.14,1.0525
M_plusMicrobe_control,m2-2 jpegs,35.157,11.25,1.0623
M_plusMicrobe_control,m2-2 jpegs,35.602,11.24,1.062
M_plusMicrobe_control,m2-2 jpegs,36.047,11.2,1.0582
M_plusMicrobe_control,m2-2 jpegs,36.492,11.26,1.0639
M_plusMicrobe_control,m2-2 jpegs,36.937,11.12,1.0505
M_plusMicrobe_control,m2-2 jpegs,37.382,11.18,1.0558
M_plusMicrobe_control,m2-2 jpegs,37.827,10.99,1.0382
M_plusMicrobe_control,m2-2 jpegs,38.272,11.03,1.0419
M_plusMicrobe_control,m2-2 jpegs,38.717,10.89,1.0286
M_plusMicrobe_control,m2-2 jpegs,39.162,10.91,1.0308
M_plusMicrobe_control,m2-2 jpegs,39.607,10.88,1.0279
M_plusMicrobe_control,m2-2 jpegs,40.052,10.87,1.0269
M_plusMicrobe_control,m2-2 jpegs,40.497,11.14,1.052
M_plusMicrobe_control,m2-2 jpegs,40.942,11.07,1.0455
M_plusMicrobe_control,m2-2 jpegs,41.387,11.1,1.0483
M_plusMicrobe_control,m2-2 jpegs,41.832,11.09,1.0477
M_plusMicrobe_control,m2-2 jpegs,42.277,11.21,1.059
M_plusMicrobe_control,m2-2 jpegs,42.722,11.19,1.0571
M_plusMicrobe_control,m2-2 jpegs,43.167,11.04,1.0424
M_plusMicrobe_control,m2-2 jpegs,43.612,11.06,1.0451
M_plusMicrobe_control,m2-2 jpegs,44.057,11.14,1.0521
M_plusMicrobe_control,m2-2 jpegs,44.503,11.17,1.0551
M_plusMicrobe_control,m2-2 jpegs,44.947,10.92,1.0315
M_plusMicrobe_control,m2-2 jpegs,45.392,11.07,1.0457
M_plusMicrobe_control,m2-2 jpegs,45.837,10.95,1.0342
M_plusMicrobe_control,m2-2 jpegs,46.282,11.0,1.039
M_plusMicrobe_control,m2-2 jpegs,46.727,11.04,1.0426
M_plusMicrobe_control,m2-2 jpegs,47.172,10.93,1.0326
M_plusMicrobe_control,m2-2 jpegs,47.617,10.96,1.0355
M_plusMicrobe_control,m2-2 jpegs,48.062,10.87,1.0265
M_plusMicrobe_control,m2-2 jpegs,48.507,10.9,1.0292
M_plusMicrobe_control,m2-2 jpegs,48.952,10.84,1.0241
M_plusMicrobe_control,m2-2 jpegs,49.398,10.88,1.0277
M_plusMicrobe_control,m2-2 jpegs,49.842,10.93,1.0328
M_plusMicrobe_control,m2-2 jpegs,50.287,10.66,1.0067
M_plusMicrobe_control,m2-2 jpegs,50.732,10.79,1.0187
M_plusMicrobe_control,m2-2 jpegs,51.177,10.63,1.0039
M_plusMicrobe_control,m2-2 jpegs,51.622,10.73,1.0136
M_plusMicrobe_control,m2-2 jpegs,52.067,10.71,1.0115
M_plusMicrobe_control,m2-2 jpegs,52.512,10.83,1.0227
M_plusMicrobe_control,m2-2 jpegs,52.957,10.67,1.0081
M_plusMicrobe_control,m2-2 jpegs,53.402,10.69,1.0098
M_plusMicrobe_control,m2-2 jpegs,53.847,10.69,1.0097
M_plusMicrobe_control,m2-2 jpegs,54.293,10.79,1.0189
M_plusMicrobe_control,m2-2 jpegs,54.737,10.7,1.011
M_plusMicrobe_control,m2-2 jpegs,55.182,10.6,1.0015
M_plusMicrobe_control,m2-2 jpegs,55.628,10.7,1.0105
M_plusMicrobe_control,m2-2 jpegs,56.072,10.72,1.0128
M_plusMicrobe_control,m2-2 jpegs,56.517,10.59,1.0
M_plusMicrobe_control,m2-2 jpegs,56.962,10.65,1.006
M_plusMicrobe_control,m2-2 jpegs,57.407,10.61,1.0022
M_plusMicrobe_control,m2-2 jpegs,57.852,10.31,0.9741
M_plusMicrobe_control,m2-2 jpegs,58.298,9.8,0.9261
M_plusMicrobe_control,m2-2 jpegs,58.743,9.21,0.8698
M_plusMicrobe_control,m2-2 jpegs,59.188,9.57,0.9038
M_plusMicrobe_control,m2-2 jpegs,59.633,9.58,0.9051
M_plusMicrobe_control,m2-2 jpegs,60.078,9.07,0.8571
M_plusMicrobe_control,m2-2 jpegs,60.523,8.94,0.844
M_plusMicrobe_control,m2-2 jpegs,60.968,8.88,0.8383
M_plusMicrobe_control,m2-2 jpegs,61.413,9.26,0.8744
M_plusMicrobe_control,m2-2 jpegs,61.858,9.34,0.8817
M_plusMicrobe_control,m2-2 jpegs,62.303,9.41,0.8892
M_plusMicrobe_control,m2-2 jpegs,62.748,9.65,0.9119
M_plusMicrobe_control,m2-2 jpegs,63.193,9.58,0.9045
M_plusMicrobe_control,m2-2 jpegs,63.638,9.55,0.9022
M_plusMicrobe_control,m2-2 jpegs,64.083,9.43,0.8905
M_plusMicrobe_control,m2-2 jpegs,64.528,9.2,0.8686
M_plusMicrobe_control,m2-2 jpegs,64.973,9.12,0.8614
M_plusMicrobe_control,m2-2 jpegs,65.418,8.74,0.8257
M_plusMicrobe_control,m2-2 jpegs,65.863,8.37,0.7908
M_plusMicrobe_control,m2-2 jpegs,66.308,7.94,0.7501
M_plusMicrobe_control,m2-2 jpegs,66.753,7.8,0.7365
M_plusMicrobe_control,m2-2 jpegs,67.198,7.6,0.7181
M_plusMicrobe_control,m2-2 jpegs,67.643,7.5,0.7086
M_plusMicrobe_control,m2-2 jpegs,68.088,7.22,0.6823
M_plusMicrobe_control,m2-2 jpegs,68.533,7.39,0.6976
M_plusMicrobe_control,m2-2 jpegs,68.978,7.17,0.6776
M_plusMicrobe_control,m2-2 jpegs,69.423,7.15,0.675
M_plusMicrobe_control,m2-2 jpegs,69.868,7.04,0.6647
M_plusMicrobe_control,m2-2 jpegs,70.313,7.0,0.661
M_plusMicrobe_control,m2-2 jpegs,70.758,6.88,0.6499
M_plusMicrobe_control,m2-2 jpegs,71.203,6.79,0.6414
M_plusMicrobe_control,m2-2 jpegs,71.648,6.88,0.65
M_plusMicrobe_control,m2-2 jpegs,72.093,6.67,0.6299
M_plusMicrobe_control,m2-2 jpegs,72.538,6.49,0.613
M_plusMicrobe_control,m2-2 jpegs,72.983,6.51,0.6146
M_plusMicrobe_control,m2-2 jpegs,73.428,6.24,0.5894
M_plusMicrobe_control,m2-2 jpegs,73.873,6.33,0.5984
M_plusMicrobe_control,m2-2 jpegs,74.318,6.17,0.5827
M_plusMicrobe_control,m2-2 jpegs,74.763,6.09,0.5754
M_plusMicrobe_control,m2-2 jpegs,75.208,5.76,0.5438
M_plusMicrobe_control,m2-2 jpegs,75.653,5.84,0.5515
M_plusMicrobe_control,m2-2 jpegs,76.098,5.57,0.5262
M_plusMicrobe_control,m2-2 jpegs,76.543,5.47,0.5166
M_plusMicrobe_control,m2-2 jpegs,76.988,5.53,0.5219
M_plusMicrobe_control,m2-2 jpegs,77.433,5.3,0.5009
M_plusMicrobe_control,m2-2 jpegs,77.878,5.29,0.4998
M_plusMicrobe_control,m2-2 jpegs,78.323,5.1,0.4815
M_plusMicrobe_control,m2-2 jpegs,78.768,5.07,0.4788
M_plusMicrobe_control,m2-2 jpegs,79.213,5.08,0.4802
M_plusMicrobe_control,m2-2 jpegs,79.658,5.02,0.4744
M_plusMicrobe_control,m2-2 jpegs,80.095,5.01,0.4732
M_plusMicrobe_control,m2-2 jpegs,80.54,4.74,0.4476
M_plusMicrobe_control,m2-2 jpegs,80.985,4.58,0.4331
M_plusMicrobe_control,m2-2 jpegs,81.43,4.69,0.4426
M_plusMicrobe_control,m2-2 jpegs,81.875,4.45,0.4201
M_plusMicrobe_control,m2-2 jpegs,82.32,4.43,0.4189
M_plusMicrobe_control,m2-2 jpegs,82.765,4.46,0.421
M_plusMicrobe_control,m2-2 jpegs,83.21,4.34,0.4103
M_plusMicrobe_control,m2-2 jpegs,83.655,4.51,0.4256
M_plusMicrobe_control,m2-2 jpegs,84.1,4.37,0.4128
M_plusMicrobe_control,m2-2 jpegs,84.545,4.44,0.4191
M_plusMicrobe_control,m2-2 jpegs,84.99,4.24,0.4005
M_plusMicrobe_control,m2-2 jpegs,85.435,4.22,0.3985
M_plusMicrobe_control,m2-2 jpegs,85.88,4.29,0.4057
M_plusMicrobe_control,m2-2 jpegs,86.325,4.25,0.4019
M_plusMicrobe_control,m2-2 jpegs,86.77,4.36,0.4122
M_plusMicrobe_control,m2-2 jpegs,87.215,4.31,0.4074
M_plusMicrobe_control,m2-2 jpegs,87.66,4.25,0.4011
M_plusMicrobe_control,m2-2 jpegs,88.105,4.21,0.398
M_plusMicrobe_control,m2-2 jpegs,88.55,4.27,0.4029
M_plusMicrobe_control,m2-2 jpegs,88.995,4.31,0.4069
M_plusMicrobe_control,m2-2 jpegs,89.44,4.25,0.4015
M_plusMicrobe_control,m2-2 jpegs,89.885,4.36,0.4116
M_plusMicrobe_control,m2-2 jpegs,90.33,4.59,0.4335
M_plusMicrobe_control,m2-2 jpegs,90.775,4.27,0.4029
M_plusMicrobe_control,m2-2 jpegs,91.22,4.45,0.4206
M_plusMicrobe_control,m2-2 jpegs,91.665,4.34,0.4096
M_plusMicrobe_control,m2-2 jpegs,92.11,4.51,0.4257
M_plusMicrobe_control,m2-2 jpegs,92.556,4.53,0.4281
M_plusMicrobe_control,m2-2 jpegs,93.001,4.42,0.4172
M_plusMicrobe_control,m2-2 jpegs,93.446,4.4,0.4155
M_plusMicrobe_control,m2-2 jpegs,93.891,4.47,0.4227
M_plusMicrobe_control,m2-2 jpegs,94.336,4.44,0.4197
M_plusMicrobe_control,m2-3 jpegs,0.0,7.29,1.0
M_plusMicrobe_control,m2-3 jpegs,0.445,7.25,0.9956
M_plusMicrobe_control,m2-3 jpegs,0.89,7.11,0.9763
M_plusMicrobe_control,m2-3 jpegs,1.335,6.53,0.896
M_plusMicrobe_control,m2-3 jpegs,1.78,6.44,0.8835
M_plusMicrobe_control,m2-3 jpegs,2.225,6.9,0.9465
M_plusMicrobe_control,m2-3 jpegs,2.67,6.78,0.9301
M_plusMicrobe_control,m2-3 jpegs,3.115,6.85,0.9396
M_plusMicrobe_control,m2-3 jpegs,3.56,6.28,0.8613
M_plusMicrobe_control,m2-3 jpegs,4.005,6.17,0.8474
M_plusMicrobe_control,m2-3 jpegs,4.45,6.12,0.8405
M_plusMicrobe_control,m2-3 jpegs,4.895,6.03,0.8279
M_plusMicrobe_control,m2-3 jpegs,5.341,6.06,0.8316
M_plusMicrobe_control,m2-3 jpegs,5.786,5.92,0.812
M_plusMicrobe_control,m2-3 jpegs,6.231,5.95,0.8161
M_plusMicrobe_control,m2-3 jpegs,6.676,5.83,0.8005
M_plusMicrobe_control,m2-3 jpegs,7.121,5.8,0.7963
M_plusMicrobe_control,m2-3 jpegs,7.566,5.69,0.7814
M_plusMicrobe_control,m2-3 jpegs,8.011,5.79,0.794
M_plusMicrobe_control,m2-3 jpegs,8.456,5.71,0.7839
M_plusMicrobe_control,m2-3 jpegs,8.901,5.46,0.75
M_plusMicrobe_control,m2-3 jpegs,9.346,5.68,0.7799
M_plusMicrobe_control,m2-3 jpegs,9.791,5.66,0.7769
M_plusMicrobe_control,m2-3 jpegs,10.236,5.6,0.7681
M_plusMicrobe_control,m2-3 jpegs,10.681,5.54,0.7596
M_plusMicrobe_control,m2-3 jpegs,11.126,5.51,0.7557
M_plusMicrobe_control,m2-3 jpegs,11.571,5.51,0.7567
M_plusMicrobe_control,m2-3 jpegs,12.016,5.63,0.7725
M_plusMicrobe_control,m2-3 jpegs,12.461,5.55,0.7619
M_plusMicrobe_control,m2-3 jpegs,12.906,5.62,0.7715
M_plusMicrobe_control,m2-3 jpegs,13.351,5.57,0.7648
M_plusMicrobe_control,m2-3 jpegs,13.796,5.69,0.7804
M_plusMicrobe_control,m2-3 jpegs,14.241,5.45,0.7476
M_plusMicrobe_control,m2-3 jpegs,14.687,5.53,0.7586
M_plusMicrobe_control,m2-3 jpegs,15.131,5.59,0.767
M_plusMicrobe_control,m2-3 jpegs,15.577,5.48,0.7515
M_plusMicrobe_control,m2-3 jpegs,16.022,5.42,0.7435
M_plusMicrobe_control,m2-3 jpegs,16.467,5.6,0.7679
M_plusMicrobe_control,m2-3 jpegs,16.912,5.38,0.7378
M_plusMicrobe_control,m2-3 jpegs,17.357,5.55,0.762
M_plusMicrobe_control,m2-3 jpegs,17.802,5.5,0.755
M_plusMicrobe_control,m2-3 jpegs,18.247,5.39,0.7394
M_plusMicrobe_control,m2-3 jpegs,18.692,5.54,0.76
M_plusMicrobe_control,m2-3 jpegs,19.137,5.42,0.7437
M_plusMicrobe_control,m2-3 jpegs,19.582,5.64,0.7734
M_plusMicrobe_control,m2-3 jpegs,20.027,5.78,0.7932
M_plusMicrobe_control,m2-3 jpegs,20.472,5.93,0.8135
M_plusMicrobe_control,m2-3 jpegs,20.917,6.06,0.8312
M_plusMicrobe_control,m2-3 jpegs,21.362,6.07,0.8334
M_plusMicrobe_control,m2-3 jpegs,21.807,6.19,0.85
M_plusMicrobe_control,m2-3 jpegs,22.252,6.21,0.8525
M_plusMicrobe_control,m2-3 jpegs,22.697,6.24,0.8569
M_plusMicrobe_control,m2-3 jpegs,23.142,6.28,0.8619
M_plusMicrobe_control,m2-3 jpegs,23.587,6.25,0.858
M_plusMicrobe_control,m2-3 jpegs,24.032,6.39,0.8764
M_plusMicrobe_control,m2-3 jpegs,24.477,6.46,0.8869
M_plusMicrobe_control,m2-3 jpegs,24.922,6.4,0.8787
M_plusMicrobe_control,m2-3 jpegs,25.367,6.33,0.8694
M_plusMicrobe_control,m2-3 jpegs,25.812,6.35,0.8718
M_plusMicrobe_control,m2-3 jpegs,26.257,6.39,0.8766
M_plusMicrobe_control,m2-3 jpegs,26.702,6.33,0.8684
M_plusMicrobe_control,m2-3 jpegs,27.147,6.25,0.8574
M_plusMicrobe_control,m2-3 jpegs,27.592,6.27,0.8603
M_plusMicrobe_control,m2-3 jpegs,28.037,6.24,0.8559
M_plusMicrobe_control,m2-3 jpegs,28.482,6.2,0.8501
M_plusMicrobe_control,m2-3 jpegs,28.927,6.2,0.8507
M_plusMicrobe_control,m2-3 jpegs,29.372,6.06,0.8315
M_plusMicrobe_control,m2-3 jpegs,29.817,6.09,0.8359
M_plusMicrobe_control,m2-3 jpegs,30.262,6.0,0.8227
M_plusMicrobe_control,m2-3 jpegs,30.707,5.89,0.809
M_plusMicrobe_control,m2-3 jpegs,31.152,5.62,0.7718
M_plusMicrobe_control,m2-3 jpegs,31.597,5.47,0.7513
M_plusMicrobe_control,m2-3 jpegs,32.042,5.29,0.7266
M_plusMicrobe_control,m2-3 jpegs,32.487,5.3,0.7272
M_plusMicrobe_control,m2-3 jpegs,32.932,4.88,0.67
M_plusMicrobe_control,m2-3 jpegs,33.377,4.77,0.6549
M_plusMicrobe_control,m2-3 jpegs,33.822,4.75,0.6514
M_plusMicrobe_control,m2-3 jpegs,34.267,4.34,0.5961
M_plusMicrobe_control,m2-3 jpegs,34.712,4.35,0.5964
M_plusMicrobe_control,m2-3 jpegs,35.157,4.08,0.5595
M_plusMicrobe_control,m2-3 jpegs,35.602,4.18,0.5732
M_plusMicrobe_control,m2-3 jpegs,36.047,4.04,0.5551
M_plusMicrobe_control,m2-3 jpegs,36.492,3.88,0.5318
M_plusMicrobe_control,m2-3 jpegs,36.937,3.89,0.534
M_plusMicrobe_control,m2-3 jpegs,37.382,3.71,0.5086
M_plusMicrobe_control,m2-3 jpegs,37.827,3.59,0.4931
M_plusMicrobe_control,m2-3 jpegs,38.272,3.54,0.4858
M_plusMicrobe_control,m2-3 jpegs,38.717,3.67,0.503
M_plusMicrobe_control,m2-3 jpegs,39.162,3.64,0.4992
M_plusMicrobe_control,m2-3 jpegs,39.607,3.55,0.4877
M_plusMicrobe_control,m2-3 jpegs,40.052,3.83,0.5249
M_plusMicrobe_control,m2-3 jpegs,40.497,4.13,0.5665
M_plusMicrobe_control,m2-3 jpegs,40.942,4.11,0.5643
M_plusMicrobe_control,m2-3 jpegs,41.387,4.13,0.5672
M_plusMicrobe_control,m2-3 jpegs,41.832,4.07,0.5581
M_plusMicrobe_control,m2-3 jpegs,42.277,4.14,0.5681
M_plusMicrobe_control,m2-3 jpegs,42.722,4.34,0.595
M_plusMicrobe_control,m2-3 jpegs,43.168,4.35,0.5972
M_plusMicrobe_control,m2-3 jpegs,43.613,4.52,0.6206
M_plusMicrobe_control,m2-3 jpegs,44.057,4.44,0.6088
M_plusMicrobe_control,m2-3 jpegs,44.503,4.46,0.6127
M_plusMicrobe_control,m2-3 jpegs,44.948,4.46,0.6118
M_plusMicrobe_control,m2-3 jpegs,45.392,4.55,0.6243
M_plusMicrobe_control,m2-3 jpegs,45.838,4.19,0.5746
M_plusMicrobe_control,m2-3 jpegs,46.283,4.02,0.5514
M_plusMicrobe_control,m2-3 jpegs,46.727,4.09,0.561
M_plusMicrobe_control,m2-3 jpegs,47.173,4.06,0.5573
M_plusMicrobe_control,m2-3 jpegs,47.618,4.03,0.5528
M_plusMicrobe_control,m2-3 jpegs,48.062,4.1,0.5625
M_plusMicrobe_control,m2-3 jpegs,48.508,4.04,0.5544
M_plusMicrobe_control,m2-3 jpegs,48.952,4.08,0.5605
M_plusMicrobe_control,m2-3 jpegs,49.398,3.95,0.5425
M_plusMicrobe_control,m2-3 jpegs,49.843,4.05,0.5559
M_plusMicrobe_control,m2-3 jpegs,50.287,3.84,0.5268
M_plusMicrobe_control,m2-3 jpegs,50.733,4.0,0.5486
M_plusMicrobe_control,m2-3 jpegs,51.178,3.85,0.5277
M_plusMicrobe_control,m2-3 jpegs,51.622,3.75,0.5146
M_plusMicrobe_control,m2-3 jpegs,52.068,3.88,0.5319
M_plusMicrobe_control,m2-3 jpegs,52.513,4.17,0.5716
M_plusMicrobe_control,m2-3 jpegs,52.957,4.08,0.5605
M_plusMicrobe_control,m2-3 jpegs,53.403,4.15,0.5698
M_plusMicrobe_control,m2-3 jpegs,53.847,4.25,0.5836
M_plusMicrobe_control,m2-3 jpegs,54.293,4.22,0.5794
M_plusMicrobe_control,m2-3 jpegs,54.738,4.21,0.5771
M_plusMicrobe_control,m2-3 jpegs,55.182,4.22,0.579
M_plusMicrobe_control,m2-3 jpegs,55.628,4.36,0.5987
M_plusMicrobe_control,m2-3 jpegs,56.073,4.2,0.5768
M_plusMicrobe_control,m2-3 jpegs,56.518,4.26,0.5843
M_plusMicrobe_control,m2-3 jpegs,56.963,4.33,0.5949
M_plusMicrobe_control,m2-3 jpegs,57.408,4.26,0.5847
M_plusMicrobe_control,m2-3 jpegs,57.853,4.3,0.5908
M_plusMicrobe_control,m2-3 jpegs,58.298,4.42,0.6064
M_plusMicrobe_control,m2-3 jpegs,58.743,4.41,0.6051
M_plusMicrobe_control,m2-3 jpegs,59.188,4.36,0.5981
M_plusMicrobe_control,m2-3 jpegs,59.633,4.34,0.5956
M_plusMicrobe_control,m2-3 jpegs,60.078,4.37,0.6002
M_plusMicrobe_control,m2-3 jpegs,60.523,4.26,0.5847
M_plusMicrobe_control,m2-3 jpegs,60.968,4.31,0.5917
M_plusMicrobe_control,m2-3 jpegs,61.413,4.27,0.5861
M_plusMicrobe_control,m2-3 jpegs,61.858,4.29,0.5893
M_plusMicrobe_control,m2-3 jpegs,62.303,3.95,0.5426
M_plusMicrobe_control,m2-3 jpegs,62.748,4.19,0.575
M_plusMicrobe_control,m2-3 jpegs,63.193,4.22,0.5797
M_plusMicrobe_control,m2-3 jpegs,63.638,4.28,0.5868
M_plusMicrobe_control,m2-3 jpegs,64.083,4.09,0.5618
M_plusMicrobe_control,m2-3 jpegs,64.528,4.18,0.5735
M_plusMicrobe_control,m2-3 jpegs,64.973,4.15,0.5699
M_plusMicrobe_control,m2-3 jpegs,65.418,4.08,0.56
M_plusMicrobe_control,m2-3 jpegs,65.863,4.08,0.5603
M_plusMicrobe_control,m2-3 jpegs,66.308,4.16,0.5712
M_plusMicrobe_control,m2-3 jpegs,66.753,4.32,0.5926
M_plusMicrobe_control,m2-3 jpegs,67.198,4.22,0.5786
M_plusMicrobe_control,m2-3 jpegs,67.643,4.2,0.576
M_plusMicrobe_control,m2-3 jpegs,68.088,4.24,0.5823
M_plusMicrobe_control,m2-3 jpegs,68.533,4.22,0.579
M_plusMicrobe_control,m2-3 jpegs,68.978,4.22,0.5787
M_plusMicrobe_control,m2-3 jpegs,69.423,4.22,0.579
M_plusMicrobe_control,m2-3 jpegs,69.868,4.12,0.5661
M_plusMicrobe_control,m2-3 jpegs,70.313,4.33,0.5943
M_plusMicrobe_control,m2-3 jpegs,70.758,4.37,0.5994
M_plusMicrobe_control,m2-3 jpegs,71.203,4.37,0.599
M_plusMicrobe_control,m2-3 jpegs,71.648,4.17,0.5717
M_plusMicrobe_control,m2-3 jpegs,72.093,4.33,0.5946
M_plusMicrobe_control,m2-3 jpegs,72.538,4.26,0.5852
M_plusMicrobe_control,m2-3 jpegs,72.983,4.31,0.5917
M_plusMicrobe_control,m2-3 jpegs,73.428,4.23,0.5808
M_plusMicrobe_control,m2-3 jpegs,73.873,4.25,0.5828
M_plusMicrobe_control,m2-3 jpegs,74.318,4.25,0.5834
M_plusMicrobe_control,m2-3 jpegs,74.763,4.15,0.5694
M_plusMicrobe_control,m2-3 jpegs,75.208,3.97,0.5454
M_plusMicrobe_control,m2-3 jpegs,75.653,4.17,0.5725
M_plusMicrobe_control,m2-3 jpegs,76.098,4.1,0.5628
M_plusMicrobe_control,m2-3 jpegs,76.543,4.23,0.5805
M_plusMicrobe_control,m2-3 jpegs,76.988,4.16,0.571
M_plusMicrobe_control,m2-3 jpegs,77.433,4.2,0.5764
M_plusMicrobe_control,m2-3 jpegs,77.878,3.99,0.5473
M_plusMicrobe_control,m2-3 jpegs,78.323,4.09,0.5614
M_plusMicrobe_control,m2-3 jpegs,78.768,4.25,0.5834
M_plusMicrobe_control,m2-3 jpegs,79.213,4.27,0.5858
M_plusMicrobe_control,m2-3 jpegs,79.658,4.3,0.5895
M_plusMicrobe_control,m2-3 jpegs,80.095,4.08,0.5599
M_plusMicrobe_control,m2-3 jpegs,80.54,4.08,0.5605
M_plusMicrobe_control,m2-3 jpegs,80.985,4.04,0.5548
M_plusMicrobe_control,m2-3 jpegs,81.43,4.05,0.5552
M_plusMicrobe_control,m2-3 jpegs,81.875,4.11,0.5633
M_plusMicrobe_control,m2-3 jpegs,82.32,4.07,0.5585
M_plusMicrobe_control,m2-3 jpegs,82.765,4.02,0.5518
M_plusMicrobe_control,m2-3 jpegs,83.21,4.02,0.5518
M_plusMicrobe_control,m2-3 jpegs,83.655,4.23,0.5805
M_plusMicrobe_control,m2-3 jpegs,84.1,4.34,0.5952
M_plusMicrobe_control,m2-3 jpegs,84.545,4.12,0.5657
M_plusMicrobe_control,m2-3 jpegs,84.99,4.16,0.5712
M_plusMicrobe_control,m2-3 jpegs,85.435,4.25,0.5839
M_plusMicrobe_control,m2-3 jpegs,85.88,4.11,0.5639
M_plusMicrobe_control,m2-3 jpegs,86.325,4.08,0.5599
M_plusMicrobe_control,m2-3 jpegs,86.77,4.21,0.5784
M_plusMicrobe_control,m2-3 jpegs,87.215,4.19,0.5755
M_plusMicrobe_control,m2-3 jpegs,87.66,4.27,0.5865
M_plusMicrobe_control,m2-3 jpegs,88.105,4.23,0.5809
M_plusMicrobe_control,m2-3 jpegs,88.55,4.29,0.5882
M_plusMicrobe_control,m2-3 jpegs,88.995,4.29,0.5889
M_plusMicrobe_control,m2-3 jpegs,89.44,4.36,0.5982
M_plusMicrobe_control,m2-3 jpegs,89.885,4.46,0.612
M_plusMicrobe_control,m2-3 jpegs,90.33,4.64,0.6368
M_plusMicrobe_control,m2-3 jpegs,90.776,4.62,0.6335
M_plusMicrobe_control,m2-3 jpegs,91.221,4.53,0.6215
M_plusMicrobe_control,m2-3 jpegs,91.666,4.46,0.6118
M_plusMicrobe_control,m2-3 jpegs,92.111,4.62,0.6337
M_plusMicrobe_control,m2-3 jpegs,92.556,4.62,0.6343
M_plusMicrobe_control,m2-3 jpegs,93.001,4.7,0.6451
M_plusMicrobe_control,m2-3 jpegs,93.446,4.47,0.6129
M_plusMicrobe_control,m2-3 jpegs,93.891,4.61,0.6321
M_plusMicrobe_control,m2-3 jpegs,94.336,4.5,0.6182
M_plusMicrobe_control,m2-3 jpegs,94.781,4.72,0.6483
M_plusMicrobe_control,m2-3 jpegs,96.207,19.71,2.7052
M_plusMicrobe_control,m2-3 jpegs,97.233,18.89,2.5922
M_plusMicrobe_control,m2-3 jpegs,98.258,18.98,2.6049
M_plusMicrobe_control,m2-3 jpegs,99.284,18.84,2.5847
M_plusMicrobe_control,m2-3 jpegs,100.31,18.62,2.5558
M_plusMicrobe_control,m2-3 jpegs,101.335,18.59,2.5515
M_plusMicrobe_control,m2-3 jpegs,102.361,18.64,2.5583
M_plusMicrobe_control,m2-3 jpegs,103.387,18.44,2.5301
M_plusMicrobe_control,m2-3 jpegs,104.412,18.14,2.4898
M_plusMicrobe_control,m2-3 jpegs,105.438,18.02,2.4723
M_plusMicrobe_control,m2-3 jpegs,106.464,17.8,2.4433
