filename,species,mycorrhiza,condition,treatment,plant,captured,frame,source_path
TREES_M_m2-3_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-3,2018-05-31 12:32:52 UTC,3/6,"/M, +M control/m2-3 jpegs/N1-2018-05-31-12_32_52_result(1).jpg"
TREES_M_m2-3_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-3,2018-06-01 13:09:49 UTC,4/6,"/M, +M control/m2-3 jpegs/N1-2018-06-01-13_09_49_result(2).jpg"
TREES_M_m2-3_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-3,2018-06-02 19:56:01 UTC,5/6,"/M, +M control/m2-3 jpegs/N1-2018-06-02-19_56_01_result.jpg"
TREES_M_m2-3_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-3,2018-06-03 22:35:40 UTC,6/6,"/M, +M control/m2-3 jpegs/N1-2018-06-03-22_35_40_result.jpg"
TREES_M_m2-4_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-4,2018-05-30 18:07:15 UTC,1/6,"/M, +M control/m2-4 jpegs/N1-2018-05-30-18_07_15_result(2).jpg"
TREES_M_m2-4_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-4,2018-06-01 01:55:00 UTC,2/6,"/M, +M control/m2-4 jpegs/N1-2018-06-01-01_55_00_result.jpg"
TREES_M_m2-4_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-4,2018-06-02 02:31:58 UTC,3/6,"/M, +M control/m2-4 jpegs/N1-2018-06-02-02_31_58_result.jpg"
TREES_M_m2-4_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-4,2018-06-03 03:08:31 UTC,4/6,"/M, +M control/m2-4 jpegs/N1-2018-06-03-03_08_31_result.jpg"
TREES_M_m2-4_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-4,2018-06-04 02:43:57 UTC,5/6,"/M, +M control/m2-4 jpegs/N1-2018-06-04-02_43_57_result.jpg"
TREES_M_m2-4_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-4,2018-06-04 18:07:08 UTC,6/6,"/M, +M control/m2-4 jpegs/N1-2018-06-04-18_07_08_result(1).jpg"
TREES_M_m2-5_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-5,2018-05-31 02:21:42 UTC,1/6,"/M, +M control/m2-5 jpegs/N1-2018-05-31-02_21_42_result.jpg"
TREES_M_m2-5_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-5,2018-06-01 04:00:12 UTC,2/6,"/M, +M control/m2-5 jpegs/N1-2018-06-01-04_00_12_result.jpg"
TREES_M_m2-5_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-5,2018-06-01 23:29:28 UTC,3/6,"/M, +M control/m2-5 jpegs/N1-2018-06-01-23_29_28_result.jpg"
TREES_M_m2-5_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-5,2018-06-02 18:58:43 UTC,4/6,"/M, +M control/m2-5 jpegs/N1-2018-06-02-18_58_43_result.jpg"
TREES_M_m2-5_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-5,2018-06-03 14:27:35 UTC,5/6,"/M, +M control/m2-5 jpegs/N1-2018-06-03-14_27_35_result.jpg"
TREES_M_m2-5_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-5,2018-06-04 09:56:52 UTC,6/6,"/M, +M control/m2-5 jpegs/N1-2018-06-04-09_56_52_result.jpg"
TREES_M_m2-6_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-6,2018-05-29 16:32:59 UTC,1/6,"/M, +M control/m2-6 jpegs/N1-2018-05-29-16_32_59_result.jpg"
TREES_M_m2-6_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-6,2018-05-31 04:26:54 UTC,2/6,"/M, +M control/m2-6 jpegs/N1-2018-05-31-04_26_54_result.jpg"
TREES_M_m2-6_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-6,2018-06-01 03:00:47 UTC,3/6,"/M, +M control/m2-6 jpegs/N1-2018-06-01-03_00_47_result.jpg"
TREES_M_m2-6_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-6,2018-06-02 05:40:49 UTC,4/6,"/M, +M control/m2-6 jpegs/N1-2018-06-02-05_40_49_result.jpg"
TREES_M_m2-6_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-6,2018-06-03 11:25:05 UTC,5/6,"/M, +M control/m2-6 jpegs/N1-2018-06-03-11_25_05_result.jpg"
TREES_M_m2-6_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Ground,M · +ECM · Ground,m2-6,2018-06-04 06:54:22 UTC,6/6,"/M, +M control/m2-6 jpegs/N1-2018-06-04-06_54_22_result.jpg"
TREES_MR_m1-4_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,m1-4,2018-05-27 17:02:27 UTC,1/6,"/MR, +M flight/m1-4 jpegs/N1-2018-05-27-17_02_27_result.jpg"
TREES_MR_m1-4_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,m1-4,2018-05-29 03:54:52 UTC,2/6,"/MR, +M flight/m1-4 jpegs/N1-2018-05-29-03_54_52_result.jpg"
TREES_MR_m1-4_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,m1-4,2018-05-30 14:47:16 UTC,3/6,"/MR, +M flight/m1-4 jpegs/N1-2018-05-30-14_47_16_result.jpg"
TREES_MR_m1-4_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,m1-4,2018-06-01 01:39:38 UTC,4/6,"/MR, +M flight/m1-4 jpegs/N1-2018-06-01-01_39_38_result.jpg"
TREES_MR_m1-4_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,m1-4,2018-06-02 12:31:59 UTC,5/6,"/MR, +M flight/m1-4 jpegs/N1-2018-06-02-12_31_59_result.jpg"
TREES_MR_m1-4_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,m1-4,2018-06-03 23:23:57 UTC,6/6,"/MR, +M flight/m1-4 jpegs/N1-2018-06-03-23_23_57_result.jpg"
TREES_MR_mr1-1_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-1,2018-05-27 16:56:06 UTC,1/6,"/MR, +M flight/mr1-1 jpegs/N1-2018-05-27-16_56_06_result.jpg"
TREES_MR_mr1-1_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-1,2018-05-29 03:48:31 UTC,2/6,"/MR, +M flight/mr1-1 jpegs/N1-2018-05-29-03_48_31_result.jpg"
TREES_MR_mr1-1_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-1,2018-05-30 13:39:22 UTC,3/6,"/MR, +M flight/mr1-1 jpegs/N1-2018-05-30-13_39_22_result.jpg"
TREES_MR_mr1-1_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-1,2018-06-01 00:31:44 UTC,4/6,"/MR, +M flight/mr1-1 jpegs/N1-2018-06-01-00_31_44_result.jpg"
TREES_MR_mr1-1_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-1,2018-06-02 10:22:33 UTC,5/6,"/MR, +M flight/mr1-1 jpegs/N1-2018-06-02-10_22_33_result.jpg"
TREES_MR_mr1-1_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-1,2018-06-03 20:12:59 UTC,6/6,"/MR, +M flight/mr1-1 jpegs/N1-2018-06-03-20_12_59_result.jpg"
TREES_MR_mr1-2_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-2,2018-05-31 09:10:45 UTC,1/6,"/MR, +M flight/mr1-2 jpegs/N1-2018-05-31-09_10_45_result.jpg"
TREES_MR_mr1-2_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-2,2018-06-01 08:46:10 UTC,2/6,"/MR, +M flight/mr1-2 jpegs/N1-2018-06-01-08_46_10_result.jpg"
TREES_MR_mr1-2_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-2,2018-06-02 03:13:53 UTC,3/6,"/MR, +M flight/mr1-2 jpegs/N1-2018-06-02-03_13_53_result.jpg"
TREES_MR_mr1-2_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-2,2018-06-02 21:41:37 UTC,4/6,"/MR, +M flight/mr1-2 jpegs/N1-2018-06-02-21_41_37_result.jpg"
TREES_MR_mr1-2_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-2,2018-06-03 16:08:56 UTC,5/6,"/MR, +M flight/mr1-2 jpegs/N1-2018-06-03-16_08_56_result.jpg"
TREES_MR_mr1-2_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-2,2018-06-04 10:36:40 UTC,6/6,"/MR, +M flight/mr1-2 jpegs/N1-2018-06-04-10_36_40_result.jpg"
TREES_MR_mr1-3_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-3,2018-05-28 09:25:00 UTC,1/6,"/MR, +M flight/mr1-3 jpegs/N1-2018-05-28-09_25_00_result.jpg"
TREES_MR_mr1-3_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-3,2018-05-29 20:17:24 UTC,2/6,"/MR, +M flight/mr1-3 jpegs/N1-2018-05-29-20_17_24_result.jpg"
TREES_MR_mr1-3_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-3,2018-05-31 03:03:38 UTC,3/6,"/MR, +M flight/mr1-3 jpegs/N1-2018-05-31-03_03_38_result.jpg"
TREES_MR_mr1-3_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-3,2018-06-01 09:49:50 UTC,4/6,"/MR, +M flight/mr1-3 jpegs/N1-2018-06-01-09_49_50_result.jpg"
TREES_MR_mr1-3_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-3,2018-06-02 16:36:02 UTC,5/6,"/MR, +M flight/mr1-3 jpegs/N1-2018-06-02-16_36_02_result.jpg"
TREES_MR_mr1-3_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-3,2018-06-03 23:21:50 UTC,6/6,"/MR, +M flight/mr1-3 jpegs/N1-2018-06-03-23_21_50_result.jpg"
TREES_MR_mr1-5_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-5,2018-05-27 17:04:34 UTC,1/6,"/MR, +M flight/mr1-5 jpegs/N1-2018-05-27-17_04_34_result.jpg"
TREES_MR_mr1-5_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-5,2018-05-29 03:56:59 UTC,2/6,"/MR, +M flight/mr1-5 jpegs/N1-2018-05-29-03_56_59_result.jpg"
TREES_MR_mr1-5_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-5,2018-05-30 14:49:23 UTC,3/6,"/MR, +M flight/mr1-5 jpegs/N1-2018-05-30-14_49_23_result.jpg"
TREES_MR_mr1-5_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-5,2018-06-01 01:41:45 UTC,4/6,"/MR, +M flight/mr1-5 jpegs/N1-2018-06-01-01_41_45_result.jpg"
TREES_MR_mr1-5_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-5,2018-06-02 12:34:07 UTC,5/6,"/MR, +M flight/mr1-5 jpegs/N1-2018-06-02-12_34_07_result.jpg"
TREES_MR_mr1-5_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-5,2018-06-03 23:26:05 UTC,6/6,"/MR, +M flight/mr1-5 jpegs/N1-2018-06-03-23_26_05_result.jpg"
TREES_MR_mr1-6_01.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-6,2018-05-27 17:06:42 UTC,1/6,"/MR, +M flight/mr1-6 jpegs/N1-2018-05-27-17_06_42_result.jpg"
TREES_MR_mr1-6_02.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-6,2018-05-29 03:59:07 UTC,2/6,"/MR, +M flight/mr1-6 jpegs/N1-2018-05-29-03_59_07_result.jpg"
TREES_MR_mr1-6_03.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-6,2018-05-30 14:51:30 UTC,3/6,"/MR, +M flight/mr1-6 jpegs/N1-2018-05-30-14_51_30_result.jpg"
TREES_MR_mr1-6_04.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-6,2018-06-01 01:43:52 UTC,4/6,"/MR, +M flight/mr1-6 jpegs/N1-2018-06-01-01_43_52_result.jpg"
TREES_MR_mr1-6_05.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-6,2018-06-02 12:36:14 UTC,5/6,"/MR, +M flight/mr1-6 jpegs/N1-2018-06-02-12_36_14_result.jpg"
TREES_MR_mr1-6_06.jpg,Populus tremula,+ECM (ectomycorrhizal),Flight,MR · +ECM · Flight,mr1-6,2018-06-03 23:28:12 UTC,6/6,"/MR, +M flight/mr1-6 jpegs/N1-2018-06-03-23_28_12_result.jpg"
TREES_R_R3-1_01.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-1,2018-05-27 17:26:50 UTC,1/6,"/R, -M rocket/R3-1 jpegs/N1-2018-05-27-17_26_50_result.jpg"
TREES_R_R3-1_02.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-1,2018-05-29 04:19:15 UTC,2/6,"/R, -M rocket/R3-1 jpegs/N1-2018-05-29-04_19_15_result.jpg"
TREES_R_R3-1_03.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-1,2018-05-30 15:11:39 UTC,3/6,"/R, -M rocket/R3-1 jpegs/N1-2018-05-30-15_11_39_result.jpg"
TREES_R_R3-1_04.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-1,2018-06-01 02:04:00 UTC,4/6,"/R, -M rocket/R3-1 jpegs/N1-2018-06-01-02_04_00_result.jpg"
TREES_R_R3-1_05.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-1,2018-06-02 12:56:22 UTC,5/6,"/R, -M rocket/R3-1 jpegs/N1-2018-06-02-12_56_22_result.jpg"
TREES_R_R3-1_06.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-1,2018-06-03 23:48:20 UTC,6/6,"/R, -M rocket/R3-1 jpegs/N1-2018-06-03-23_48_20_result.jpg"
TREES_R_R3-2_01.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-2,2018-05-27 17:28:57 UTC,1/6,"/R, -M rocket/R3-2 jpegs/N1-2018-05-27-17_28_57_result.jpg"
TREES_R_R3-2_02.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-2,2018-05-29 04:21:22 UTC,2/6,"/R, -M rocket/R3-2 jpegs/N1-2018-05-29-04_21_22_result.jpg"
TREES_R_R3-2_03.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-2,2018-05-30 15:13:46 UTC,3/6,"/R, -M rocket/R3-2 jpegs/N1-2018-05-30-15_13_46_result.jpg"
TREES_R_R3-2_04.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-2,2018-06-01 02:06:08 UTC,4/6,"/R, -M rocket/R3-2 jpegs/N1-2018-06-01-02_06_08_result.jpg"
TREES_R_R3-2_05.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-2,2018-06-02 12:58:29 UTC,5/6,"/R, -M rocket/R3-2 jpegs/N1-2018-06-02-12_58_29_result.jpg"
TREES_R_R3-2_06.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-2,2018-06-03 23:50:27 UTC,6/6,"/R, -M rocket/R3-2 jpegs/N1-2018-06-03-23_50_27_result.jpg"
TREES_R_R3-4_01.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-4,2018-05-27 17:33:12 UTC,1/6,"/R, -M rocket/R3-4 jpegs/N1-2018-05-27-17_33_12_result.jpg"
TREES_R_R3-4_02.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-4,2018-05-29 04:25:37 UTC,2/6,"/R, -M rocket/R3-4 jpegs/N1-2018-05-29-04_25_37_result.jpg"
TREES_R_R3-4_03.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-4,2018-05-30 14:16:28 UTC,3/6,"/R, -M rocket/R3-4 jpegs/N1-2018-05-30-14_16_28_result.jpg"
TREES_R_R3-4_04.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-4,2018-06-01 00:07:17 UTC,4/6,"/R, -M rocket/R3-4 jpegs/N1-2018-06-01-00_07_17_result.jpg"
TREES_R_R3-4_05.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-4,2018-06-02 09:58:07 UTC,5/6,"/R, -M rocket/R3-4 jpegs/N1-2018-06-02-09_58_07_result.jpg"
TREES_R_R3-4_06.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-4,2018-06-03 19:48:32 UTC,6/6,"/R, -M rocket/R3-4 jpegs/N1-2018-06-03-19_48_32_result.jpg"
TREES_R_R3-5_01.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-5,2018-05-27 17:35:19 UTC,1/6,"/R, -M rocket/R3-5 jpegs/N1-2018-05-27-17_35_19_result.jpg"
TREES_R_R3-5_02.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-5,2018-05-29 04:27:44 UTC,2/6,"/R, -M rocket/R3-5 jpegs/N1-2018-05-29-04_27_44_result.jpg"
TREES_R_R3-5_03.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-5,2018-05-30 15:20:08 UTC,3/6,"/R, -M rocket/R3-5 jpegs/N1-2018-05-30-15_20_08_result.jpg"
TREES_R_R3-5_04.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-5,2018-06-01 02:12:29 UTC,4/6,"/R, -M rocket/R3-5 jpegs/N1-2018-06-01-02_12_29_result.jpg"
TREES_R_R3-5_05.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-5,2018-06-02 13:04:51 UTC,5/6,"/R, -M rocket/R3-5 jpegs/N1-2018-06-02-13_04_51_result.jpg"
TREES_R_R3-5_06.jpg,Populus tremula,-ECM (no inoculation),Flight,R · -ECM · Flight,R3-5,2018-06-03 23:56:49 UTC,6/6,"/R, -M rocket/R3-5 jpegs/N1-2018-06-03-23_56_49_result.jpg"
TREES_X_X4-1_01.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-1,2018-05-28 15:14:34 UTC,1/6,"/X, -M control/X4-1 jpegs/N1-2018-05-28-15_14_34_result.jpg"
TREES_X_X4-1_02.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-1,2018-05-30 01:05:26 UTC,2/6,"/X, -M control/X4-1 jpegs/N1-2018-05-30-01_05_26_result.jpg"
TREES_X_X4-1_03.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-1,2018-05-31 07:51:40 UTC,3/6,"/X, -M control/X4-1 jpegs/N1-2018-05-31-07_51_40_result.jpg"
TREES_X_X4-1_04.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-1,2018-06-01 14:37:51 UTC,4/6,"/X, -M control/X4-1 jpegs/N1-2018-06-01-14_37_51_result.jpg"
TREES_X_X4-1_05.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-1,2018-06-02 21:24:04 UTC,5/6,"/X, -M control/X4-1 jpegs/N1-2018-06-02-21_24_04_result.jpg"
TREES_X_X4-1_06.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-1,2018-06-04 04:09:52 UTC,6/6,"/X, -M control/X4-1 jpegs/N1-2018-06-04-04_09_52_result.jpg"
TREES_X_X4-2_01.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-2,2018-05-27 17:44:20 UTC,1/6,"/X, -M control/X4-2 jpegs/N1-2018-05-27-17_44_20_result.jpg"
TREES_X_X4-2_02.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-2,2018-05-29 05:38:17 UTC,2/6,"/X, -M control/X4-2 jpegs/N1-2018-05-29-05_38_17_result.jpg"
TREES_X_X4-2_03.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-2,2018-05-30 07:16:48 UTC,3/6,"/X, -M control/X4-2 jpegs/N1-2018-05-30-07_16_48_result.jpg"
TREES_X_X4-2_04.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-2,2018-05-31 19:10:43 UTC,4/6,"/X, -M control/X4-2 jpegs/N1-2018-05-31-19_10_43_result.jpg"
TREES_X_X4-2_05.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-2,2018-06-02 07:04:37 UTC,5/6,"/X, -M control/X4-2 jpegs/N1-2018-06-02-07_04_37_result.jpg"
TREES_X_X4-2_06.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-2,2018-06-03 18:58:08 UTC,6/6,"/X, -M control/X4-2 jpegs/N1-2018-06-03-18_58_08_result.jpg"
TREES_X_X4-3_01.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-3,2018-05-27 17:46:27 UTC,1/6,"/X, -M control/X4-3 jpegs/N1-2018-05-27-17_46_27_result.jpg"
TREES_X_X4-3_02.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-3,2018-05-29 04:38:52 UTC,2/6,"/X, -M control/X4-3 jpegs/N1-2018-05-29-04_38_52_result.jpg"
TREES_X_X4-3_03.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-3,2018-05-30 15:31:15 UTC,3/6,"/X, -M control/X4-3 jpegs/N1-2018-05-30-15_31_15_result.jpg"
TREES_X_X4-3_04.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-3,2018-06-01 02:23:37 UTC,4/6,"/X, -M control/X4-3 jpegs/N1-2018-06-01-02_23_37_result.jpg"
TREES_X_X4-3_05.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-3,2018-06-02 13:15:59 UTC,5/6,"/X, -M control/X4-3 jpegs/N1-2018-06-02-13_15_59_result.jpg"
TREES_X_X4-3_06.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,X4-3,2018-06-04 00:07:57 UTC,6/6,"/X, -M control/X4-3 jpegs/N1-2018-06-04-00_07_57_result.jpg"
